iter	Logloss
531	0.4038795676
532	0.4037147527
533	0.4036837889
534	0.4035723287
535	0.4034056078
536	0.4031084988
537	0.4029340482
538	0.4029193957
539	0.4024135863
540	0.4022305391
541	0.4021557634
542	0.4018149292
543	0.4016386988
544	0.4014087524
545	0.4013210622
546	0.4011328825
547	0.40105238
548	0.4007589909
549	0.4007211956
550	0.400608819
551	0.4004992074
552	0.4000961921
553	0.4000062016
554	0.3998339283
555	0.3996254243
556	0.3995107769
557	0.399223385
558	0.399047219
559	0.3988643793
560	0.3984003121
561	0.3980746282
562	0.3978633279
563	0.3975035477
564	0.3973323569
565	0.3971934147
566	0.3970985398
567	0.3969236171
568	0.3967004569
569	0.3963559568
570	0.3962077068
571	0.3961420624
572	0.3958342379
573	0.3957014611
574	0.3955914681
575	0.3955209136
576	0.395288546
577	0.394981158
578	0.3948986631
579	0.3947516001
580	0.3945440409
581	0.3943501366
582	0.3940967139
583	0.3940084566
584	0.3939720108
585	0.3936633869
586	0.393389683
587	0.3932728288
588	0.3930191654
589	0.39284584
590	0.3926704289
591	0.3925919265
592	0.3924873763
593	0.3922775377
594	0.391986761
595	0.3918668461
596	0.3917316072
597	0.3915172349
598	0.3913257955
599	0.3912197563
600	0.3908938231
601	0.3907128306
602	0.3905524425
603	0.3903329393
604	0.3901473678
605	0.3900110983
606	0.3898650794
607	0.3897315865
608	0.3895873839
609	0.3894622801
610	0.389358555
611	0.3891058248
612	0.3889112708
613	0.388841517
614	0.3886791914
615	0.3884540995
616	0.388419206
617	0.3881752841
618	0.3880539505
619	0.3878885318
620	0.387686596
621	0.3875037429
622	0.3873497413
623	0.3871556221
624	0.3870621564
625	0.3868353727
626	0.3867471894
627	0.3866212394
628	0.3864604837
629	0.3863089304
630	0.3862113333
631	0.3859963409
632	0.3858009722
633	0.3856830578
634	0.3853373791
635	0.3852534633
636	0.3849029464
637	0.3849026719
638	0.384766562
639	0.3845944068
640	0.3845005421
641	0.3844253729
642	0.3842930114
643	0.3841696394
644	0.3840478621
645	0.3838880366
646	0.3837507441
647	0.3837504435
648	0.3836370985
649	0.3835628877
650	0.3833935746
651	0.3832796788
652	0.3831837676
653	0.3831348781
654	0.3830180231
655	0.3828767842
656	0.382861774
657	0.3828048902
658	0.3827691857
659	0.3827028052
660	0.3821489087
661	0.3819011147
662	0.3816172835
663	0.3815072122
664	0.381394666
665	0.3812715867
666	0.3811798363
667	0.3808741019
668	0.3808164865
669	0.3804496485
670	0.380282888
671	0.379911472
672	0.3798064756
673	0.3797380613
674	0.3795264341
675	0.379416793
676	0.3792762838
677	0.3791398156
678	0.3789735374
679	0.3788761343
680	0.378692871
681	0.3785363351
682	0.3782886826
683	0.3777742682
684	0.3774263541
685	0.3773063619
686	0.3772591013
687	0.377163696
688	0.3769826949
689	0.3768799773
690	0.3767535779
691	0.3765310705
692	0.3763706406
693	0.3763150115
694	0.3761136185
695	0.3758641673
696	0.3757568327
697	0.3756714034
698	0.3755558932
699	0.3753381841
700	0.375136297
701	0.3750352107
702	0.3747794469
703	0.3745711708
704	0.3744224276
705	0.3742754998
706	0.3741549905
707	0.3740873341
708	0.3740577414
709	0.3739966453
710	0.3738502434
711	0.373588342
712	0.3734572628
713	0.3732703042
714	0.3731437568
715	0.3730720608
716	0.3729851197
717	0.3729564481
718	0.3728062307
719	0.372718558
720	0.3725019553
721	0.3724006784
722	0.3723233292
723	0.3721303936
724	0.3719792928
725	0.3717976299
726	0.3717240952
727	0.3715622278
728	0.3713754227
729	0.3712096761
730	0.3707881162
731	0.3706937615
732	0.3703250453
733	0.3701854089
734	0.3700241573
735	0.3699464463
736	0.3697590296
737	0.3695152321
738	0.369254718
739	0.3691969691
740	0.3690733763
741	0.3688136412
742	0.3687278339
743	0.3686319003
744	0.3684249993
745	0.3683063198
746	0.368205921
747	0.3681375886
748	0.3680267162
749	0.3679717966
750	0.367745176
751	0.3675269155
752	0.3673768712
753	0.3673480896
754	0.3671942722
755	0.3669014413
756	0.3667693548
757	0.3665260131
758	0.3663496815
759	0.3662729352
760	0.3660061416
761	0.3658960531
762	0.3658174537
763	0.3656898359
764	0.3656062208
765	0.3655123161
766	0.3652947207
767	0.3650591034
768	0.3647909836
769	0.364701663
770	0.3645986525
771	0.3645078845
772	0.3643877653
773	0.3641707991
774	0.3640505468
775	0.3639070593
776	0.3637659296
777	0.3636717805
778	0.3635825049
779	0.363330278
780	0.3632069361
781	0.363107955
782	0.3628564463
783	0.3626515402
784	0.3626187651
785	0.362360644
786	0.3622052398
787	0.362150705
788	0.3620004633
789	0.3619534057
790	0.3617870154
791	0.3614102832
792	0.3613029451
793	0.361015062
794	0.3609559887
795	0.3608494152
796	0.3607060468
797	0.3603281409
798	0.3601335975
799	0.3599998992
800	0.359899092
801	0.3596403975
802	0.3594552512
803	0.3593114796
804	0.3591230314
805	0.3588666239
806	0.3586967535
807	0.3585916059
808	0.3583720353
809	0.3580992055
810	0.3579227731
811	0.3575120958
812	0.3573700105
813	0.3572483487
814	0.3570058875
815	0.3568964725
816	0.3567209435
817	0.3565853318
818	0.3563610981
819	0.3560817433
820	0.3559597192
821	0.3557195806
822	0.3553673985
823	0.3553070707
824	0.3550850397
825	0.3548266114
826	0.3547013544
827	0.3545475512
828	0.3545022449
829	0.3544619536
830	0.3542650099
831	0.3540719133
832	0.353936386
833	0.3538567271
834	0.3536797587
835	0.3535785092
836	0.3533501377
837	0.3531483533
838	0.352971638
839	0.3527579763
840	0.3524350356
841	0.3523091527
842	0.3520684287
843	0.351972342
844	0.3517937822
845	0.351735361
846	0.3516998787
847	0.3514361357
848	0.3511822654
849	0.351002113
850	0.35083753
851	0.3507205368
852	0.3505981167
853	0.3505376403
854	0.3503082289
855	0.3501934158
856	0.3500080405
857	0.349892912
858	0.3497581262
859	0.3497165372
860	0.3496579549
861	0.3493228017
862	0.3492945371
863	0.3491043513
864	0.3487337669
865	0.3485113945
866	0.3482179356
867	0.3480750383
868	0.3478840797
869	0.3476522447
870	0.3475545612
871	0.3474534246
872	0.3473377653
873	0.3472827974
874	0.3471599154
875	0.3470353556
876	0.3469082708
877	0.3467488786
878	0.3466910882
879	0.3464835868
880	0.3463469838
881	0.3461364094
882	0.3460623075
883	0.3459325318
884	0.3456256043
885	0.34534773
886	0.3451963735
887	0.3450836002
888	0.3449692717
889	0.3448266767
890	0.3446366925
891	0.3445780548
892	0.3444819526
893	0.3444410854
894	0.3441755977
895	0.3440784852
896	0.3440335325
897	0.3439808345
898	0.3438578771
899	0.343761395
900	0.343564836
901	0.3433850466
902	0.3432540424
903	0.3431400918
904	0.3429683641
905	0.3428519036
906	0.3427530488
907	0.3424925709
908	0.342323325
909	0.3421802617
910	0.3420200374
911	0.3418358511
912	0.3416505912
913	0.341631675
914	0.3413426244
915	0.341244302
916	0.340984965
917	0.3408440026
918	0.3406935485
919	0.3406129552
920	0.3403605486
921	0.3402539912
922	0.3401169439
923	0.3400114778
924	0.3399885361
925	0.3395401934
926	0.3393567044
927	0.3392266455
928	0.3391723996
929	0.3390608448
930	0.3388753144
931	0.3388055753
932	0.3386727168
933	0.3386428172
934	0.338439228
935	0.3383363984
936	0.3382750762
937	0.3381337389
938	0.3379534133
939	0.3377492004
940	0.3376337751
941	0.3375440476
942	0.3372572047
943	0.3369595919
944	0.3367438147
945	0.3366678709
946	0.3366148755
947	0.3365327469
948	0.3362958572
949	0.3361686448
950	0.3360254742
951	0.3358105097
952	0.335572846
953	0.3354405079
954	0.3353502102
955	0.3352076238
956	0.3351889333
957	0.3350671801
958	0.3349231763
959	0.3348778685
960	0.3347463623
961	0.33468003
962	0.3345685105
963	0.3343366987
964	0.334169532
965	0.3341319633
966	0.3338551652
967	0.3336873102
968	0.3335869566
969	0.3334931142
970	0.3333610003
971	0.3332469729
972	0.3330049612
973	0.33289744
974	0.3328229661
975	0.3325888241
976	0.3325502973
977	0.3324802809
978	0.3321774017
979	0.3320446103
980	0.3319453418
981	0.3318445406
982	0.3317900609
983	0.3316564997
984	0.3315288655
985	0.3313636837
986	0.3312444766
987	0.3311835056
988	0.3309655411
989	0.3308355278
990	0.3306267077
991	0.3305568979
992	0.3303677104
993	0.3301684267
994	0.3299115037
995	0.3298489924
996	0.3296992847
997	0.3295192014
998	0.329385919
999	0.3292620392
